_id;Year;Month;Type;Departure station;Arrival station;Average travel time;Number of expected travels;Number of cancelled trains;Number of late trains at departure;Average delay at departure of all trains;Number of late trains at arrival;Average delay at arrival of all trains;Comment on delay at arrival;Number of late trains > 15min;Average delay of late trains > 15min;Number of late trains > 30min;Number of late trains > 60min;Percentage of late trains due to external causes;Percentage of late trains due to infrastructure;Percentage of late trains due to traffic management;Percentage of late trains due to rolling stock;Percentage of late trains due to station management and reuse of material;Percentage of late trains due to passenger traffic
2021_05_LYON_PART_DIEU_RENNES;2021;5;National;LYON PART DIEU;RENNES;235;82;0;37;3.9241869918699206;14;8.55325203252032;;14;36.1738095238095;2;2;21.4285714285714;14.2857142857143;42.8571428571429;7.14285714285714;0.0;14.2857142857143
2021_05_MARSEILLE_ST_CHARLES_LILLE;2021;5;National;MARSEILLE ST CHARLES;LILLE;283;177;12;15;0.6838047138047119;25;6.476144781144778;;25;33.95399999999999;8;4;33.17647058823534;16.941176470588246;16.70588235294117;0.0;4.000000000000004;29.176470588235333
2021_05_MARSEILLE_ST_CHARLES_LYON_PART_DIEU;2021;5;National;MARSEILLE ST CHARLES;LYON PART DIEU;104;359;15;59;1.6031007751937998;36;5.2875;;27;46.0166666666667;14;7;25.0;21.875;18.75;6.25;3.125;25.0
2021_05_NANCY_PARIS_EST;2021;5;National;NANCY;PARIS EST;94;257;31;55;1.02861356932153;9;1.08126843657817;;6;36.8861111111111;2;0;0.0;33.3333333333333;22.2222222222222;11.1111111111111;11.1111111111111;22.2222222222222
2021_05_PARIS_LYON_BESANCON_FRANCHE_COMTE_TGV;2021;5;National;PARIS LYON;BESANCON FRANCHE COMTE TGV;129;146;7;13;1.92685851318945;7;1.98405275779377;;5;51.1066666666667;3;1;14.2857142857143;28.5714285714286;0.0;14.2857142857143;14.2857142857143;28.5714285714286
2021_05_PARIS_LYON_DIJON_VILLE;2021;5;National;PARIS LYON;DIJON VILLE;96;310;18;20;1.26027397260274;11;0.768835616438357;;8;47.6041666666667;4;2;18.1818181818182;9.09090909090909;9.09090909090909;36.3636363636364;18.1818181818182;9.09090909090909
2021_05_PARIS_LYON_NIMES;2021;5;National;PARIS LYON;NIMES;178;240;15;18;0.153333333333333;15;2.39422222222222;;7;36.2928571428571;3;1;20.0;33.3333333333333;6.66666666666667;20.0;13.3333333333333;6.66666666666667
2021_05_PARIS_LYON_SAINT_ETIENNE_CHATEAUCREUX;2021;5;National;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;181;72;22;4;-0.0526666666666667;11;5.03;;11;23.7651515151515;2;0;72.72727272727269;9.09090909090909;0.0;9.09090909090909;9.09090909090909;0.0
2021_05_PARIS_MONTPARNASSE_ANGERS_SAINT_LAUD;2021;5;National;PARIS MONTPARNASSE;ANGERS SAINT LAUD;97;452;23;47;0.158624708624708;16;0.81045066045069;;5;28.533333333333296;2;0;25.0;18.75;12.5;25.0;6.25;12.5
2021_05_PARIS_MONTPARNASSE_LAVAL;2021;5;National;PARIS MONTPARNASSE;LAVAL;89;214;9;12;0.0199999999999999;13;2.3349593495935;;12;29.9513888888889;5;0;46.1538461538462;30.7692307692308;0.0;15.3846153846154;0.0;7.69230769230769
2021_05_PARIS_MONTPARNASSE_RENNES;2021;5;National;PARIS MONTPARNASSE;RENNES;104;690;42;43;0.0320216049382717;37;1.46368312757202;;31;28.3430107526882;7;0;37.8378378378378;29.729729729729694;2.7027027027027;13.5135135135135;0.0;16.2162162162162
2021_05_PERPIGNAN_PARIS_LYON;2021;5;National;PERPIGNAN;PARIS LYON;310;185;8;40;2.92363465160075;20;5.5590395480226;;20;36.47;7;4;30.0;35.0;5.0;15.0;5.0;10.0
2021_05_POITIERS_PARIS_MONTPARNASSE;2021;5;National;POITIERS;PARIS MONTPARNASSE;96;401;36;68;1.6286301369863003;37;3.76109589041096;;19;50.2877192982456;10;7;27.7777777777778;19.4444444444444;2.77777777777778;22.2222222222222;5.55555555555556;22.2222222222222
2021_05_STRASBOURG_PARIS_EST;2021;5;National;STRASBOURG;PARIS EST;122;405;32;105;2.41535682023487;16;1.03220415537489;;14;45.0845238095238;10;2;12.5;0.0;43.75;12.5;18.75;12.5
2021_05_TOULON_PARIS_LYON;2021;5;National;TOULON;PARIS LYON;242;275;19;48;4.17565104166667;36;9.16985677083334;;36;54.8481481481481;20;11;27.7777777777778;25.0;2.7777777777777803;19.4444444444444;5.555555555555561;19.4444444444444
2021_05_TOURCOING_BORDEAUX_ST_JEAN;2021;5;National;TOURCOING;BORDEAUX ST JEAN;298;30;9;1;1.47619047619048;2;4.17619047619048;;2;27.85;1;0;50.0;0.0;0.0;50.0;0.0;0.0
2021_05_TOURS_PARIS_MONTPARNASSE;2021;5;National;TOURS;PARIS MONTPARNASSE;77;134;12;8;0.90655737704918;13;3.05491803278689;;6;24.886111111111106;1;0;0.0;23.0769230769231;0.0;30.7692307692308;7.69230769230769;38.4615384615385
2021_06_LAUSANNE_PARIS_LYON;2021;6;International;LAUSANNE;PARIS LYON;227;86;0;79;2.4546511627907;0;-0.48139534883721;;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
2021_06_PARIS_EST_FRANCFORT;2021;6;International;PARIS EST;FRANCFORT;228;124;0;14;1.27163978494624;8;4.39206989247312;;8;26.6770833333333;2;0;25.0;37.5;25.0;12.5;0.0;0.0
2021_06_PARIS_LYON_ITALIE;2021;6;International;PARIS LYON;ITALIE;428;62;0;5;0.331182795698925;7;3.67741935483871;;7;51.9285714285714;5;1;0.0;60.0;20.0;20.0;0.0;0.0
2021_06_GRENOBLE_PARIS_LYON;2021;6;National;GRENOBLE;PARIS LYON;181;179;0;6;0.229050279329609;23;4.26638733705772;;14;39.186904761904806;8;1;21.7391304347826;47.8260869565217;13.043478260869602;8.695652173913041;4.347826086956521;4.347826086956521
2021_06_LE_CREUSOT_MONTCEAU_MONTCHANIN_PARIS_LYON;2021;6;National;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;79;186;0;74;4.9834229390681;30;4.64041218637993;;19;38.8789473684211;9;3;7.14285714285714;42.8571428571429;3.57142857142857;7.14285714285714;17.8571428571429;21.4285714285714
2021_06_LYON_PART_DIEU_MONTPELLIER;2021;6;National;LYON PART DIEU;MONTPELLIER;115;208;1;82;5.11859903381642;40;6.73880837359098;;26;46.2634615384615;14;7;25.0;25.0;10.0;20.0;12.5;7.5
2021_06_MARNE_LA_VALLEE_LYON_PART_DIEU;2021;6;National;MARNE LA VALLEE;LYON PART DIEU;107;366;0;152;3.99775641025641;47;4.76538461538461;;36;36.6532407407407;14;3;11.1111111111111;26.6666666666667;6.66666666666667;24.4444444444444;13.3333333333333;17.7777777777778
2021_06_MARNE_LA_VALLEE_MARSEILLE_ST_CHARLES;2021;6;National;MARNE LA VALLEE;MARSEILLE ST CHARLES;212;274;0;102;3.95958485958486;49;9.17411477411477;;49;48.0455782312925;32;11;40.8163265306122;12.244897959183698;10.204081632653102;10.204081632653102;6.12244897959184;20.4081632653061
2021_06_MARSEILLE_ST_CHARLES_MARNE_LA_VALLEE;2021;6;National;MARSEILLE ST CHARLES;MARNE LA VALLEE;211;274;2;40;2.64289215686275;51;9.73351715686275;;51;48.5356209150327;29;12;37.254901960784295;19.6078431372549;15.6862745098039;9.80392156862745;1.96078431372549;15.6862745098039
2021_06_PARIS_EST_REIMS;2021;6;National;PARIS EST;REIMS;46;206;1;25;1.6669918699187;16;2.78772357723577;;11;42.6242424242424;5;2;20.0;20.0;13.3333333333333;13.3333333333333;26.6666666666667;6.66666666666667
2021_06_PARIS_LYON_MACON_LOCHE;2021;6;National;PARIS LYON;MACON LOCHE;95;183;0;15;1.5143897996357;13;2.87486338797814;;10;42.585;8;0;8.333333333333329;41.6666666666667;0.0;33.3333333333333;16.6666666666667;0.0
2021_06_PARIS_LYON_TOULON;2021;6;National;PARIS LYON;TOULON;239;320;1;27;1.60621734587253;53;7.68291536050155;;53;44.2682389937107;29;12;39.2156862745098;13.7254901960784;7.843137254901962;25.4901960784314;5.88235294117647;7.843137254901962
2021_06_PARIS_MONTPARNASSE_LA_ROCHELLE_VILLE;2021;6;National;PARIS MONTPARNASSE;LA ROCHELLE VILLE;180;180;0;18;1.00712962962963;11;2.90833333333333;;9;38.1111111111111;6;2;9.09090909090909;9.09090909090909;9.09090909090909;27.2727272727273;18.1818181818182;27.2727272727273
2021_06_PARIS_MONTPARNASSE_RENNES;2021;6;National;PARIS MONTPARNASSE;RENNES;104;735;0;111;0.948299319727892;51;2.0625850340136;;31;32.4854838709677;9;2;13.7254901960784;23.5294117647059;5.88235294117647;21.5686274509804;11.7647058823529;23.5294117647059
2021_06_PARIS_NORD_DOUAI;2021;6;National;PARIS NORD;DOUAI;71;139;0;10;0.649400479616307;18;3.22026378896883;;7;31.2952380952381;3;0;18.75;18.75;25.0;12.5;12.5;12.5
2021_06_PERPIGNAN_PARIS_LYON;2021;6;National;PERPIGNAN;PARIS LYON;308;183;0;32;3.2797619047619;41;11.685897435897498;;41;51.64512195121949;25;12;31.7073170731707;29.2682926829268;17.0731707317073;17.0731707317073;0.0;4.878048780487811
2021_06_POITIERS_PARIS_MONTPARNASSE;2021;6;National;POITIERS;PARIS MONTPARNASSE;96;372;0;80;1.13616352201258;32;2.25053908355795;;11;32.1454545454545;4;1;16.1290322580645;19.3548387096774;19.3548387096774;9.67741935483871;6.4516129032258105;29.032258064516096
2021_06_RENNES_PARIS_MONTPARNASSE;2021;6;National;RENNES;PARIS MONTPARNASSE;99;735;0;320;3.4439229024943296;95;4.74380952380955;;63;36.8428571428571;24;5;12.903225806451598;45.161290322580605;7.526881720430111;13.978494623655898;9.67741935483871;10.752688172043
2021_06_TOULON_PARIS_LYON;2021;6;National;TOULON;PARIS LYON;243;303;0;72;4.56056105610561;50;11.7580308030803;;50;71.9453333333333;36;17;42.0;28.000000000000004;6.0;2.0;10.0;12.0
2021_06_VALENCE_ALIXAN_TGV_PARIS_LYON;2021;6;National;VALENCE ALIXAN TGV;PARIS LYON;132;411;0;167;6.92293814432989;98;8.52594501718213;;84;49.559126984127;52;23;27.5510204081633;30.6122448979592;17.3469387755102;10.204081632653102;2.04081632653061;12.244897959183698
2021_06_PARIS_EST_STUTTGART;2021;6;International;PARIS EST;STUTTGART;203;81;0;14;2.20781893004115;0;0.0;;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
2021_06_BESANCON_FRANCHE_COMTE_TGV_PARIS_LYON;2021;6;National;BESANCON FRANCHE COMTE TGV;PARIS LYON;131;176;0;18;0.984943181818182;10;2.0499053030303;;5;74.2066666666667;4;3;30.0;20.0;10.0;30.0;10.0;0.0
2021_06_DIJON_VILLE_PARIS_LYON;2021;6;National;DIJON VILLE;PARIS LYON;98;297;0;82;2.60185810810811;15;1.9731981981982;;8;74.0166666666667;6;5;40.0;20.0;6.66666666666667;26.6666666666667;6.66666666666667;0.0
2021_06_DUNKERQUE_PARIS_NORD;2021;6;National;DUNKERQUE;PARIS NORD;128;166;0;7;1.46666666666667;19;5.21161616161616;;12;42.9708333333333;6;1;42.105263157894704;15.7894736842105;10.5263157894737;26.3157894736842;0.0;5.26315789473684
2021_06_LYON_PART_DIEU_PARIS_LYON;2021;6;National;LYON PART DIEU;PARIS LYON;118;658;1;223;2.72394402035624;74;4.76834605597964;;60;40.4538888888889;28;10;10.8108108108108;45.9459459459459;2.7027027027027;5.40540540540541;13.5135135135135;21.6216216216216
2021_06_MARSEILLE_ST_CHARLES_LYON_PART_DIEU;2021;6;National;MARSEILLE ST CHARLES;LYON PART DIEU;104;401;0;76;1.8142144638404;60;6.68927680798005;;45;42.5092592592593;30;11;50.8474576271186;15.2542372881356;8.47457627118644;6.77966101694915;5.08474576271186;13.5593220338983
2021_06_MARSEILLE_ST_CHARLES_TOURCOING;2021;6;National;MARSEILLE ST CHARLES;TOURCOING;304;30;0;7;6.05611111111111;7;10.6166666666667;;7;47.6428571428571;4;2;14.2857142857143;28.5714285714286;14.2857142857143;28.5714285714286;0.0;14.2857142857143
2021_06_NANCY_PARIS_EST;2021;6;National;NANCY;PARIS EST;94;248;0;66;2.06216397849462;32;4.69455645161291;;20;51.9858333333333;8;6;18.75;53.125;0.0;3.125;15.625;9.375
2021_06_NANTES_PARIS_MONTPARNASSE;2021;6;National;NANTES;PARIS MONTPARNASSE;136;491;0;98;2.1020027155465;61;5.12715546503734;;47;38.6695035460993;23;8;29.508196721311503;29.508196721311503;11.4754098360656;18.032786885245898;9.83606557377049;1.63934426229508
2021_06_PARIS_EST_NANCY;2021;6;National;PARIS EST;NANCY;95;240;0;29;2.17402777777778;20;3.5294444444444406;;17;40.9088235294118;12;2;25.0;25.0;20.0;0.0;0.0;30.0
2021_06_PARIS_LYON_AIX_EN_PROVENCE_TGV;2021;6;National;PARIS LYON;AIX EN PROVENCE TGV;182;393;2;45;2.00507246376812;57;8.63427109974424;;56;50.7285714285714;33;13;47.3684210526316;12.280701754386;3.50877192982456;22.8070175438596;5.26315789473684;8.7719298245614
2021_06_PARIS_LYON_ANNECY;2021;6;National;PARIS LYON;ANNECY;222;136;1;9;1.47901234567901;9;5.18148148148148;;9;45.0555555555556;5;3;11.1111111111111;55.5555555555556;0.0;33.3333333333333;0.0;0.0
2021_06_PARIS_LYON_AVIGNON_TGV;2021;6;National;PARIS LYON;AVIGNON TGV;160;410;0;49;2.10130081300813;64;7.53093495934958;;53;51.0591194968553;32;14;36.5079365079365;12.6984126984127;3.1746031746031704;28.5714285714286;12.6984126984127;6.349206349206351
2021_06_PARIS_LYON_CHAMBERY_CHALLES_LES_EAUX;2021;6;National;PARIS LYON;CHAMBERY CHALLES LES EAUX;177;131;0;8;0.924045801526718;11;4.36119592875318;;10;50.0183333333333;6;3;0.0;90.90909090909088;0.0;9.09090909090909;0.0;0.0
2021_06_PARIS_LYON_GRENOBLE;2021;6;National;PARIS LYON;GRENOBLE;183;180;0;5;0.308240740740741;16;4.42777777777778;;15;42.8333333333333;9;2;0.0;56.25;0.0;37.5;6.25;0.0
2021_06_PARIS_LYON_NICE_VILLE;2021;6;National;PARIS LYON;NICE VILLE;356;239;2;20;1.60161744022504;30;7.21694796061885;;30;54.7466666666667;24;10;46.6666666666667;16.6666666666667;3.33333333333333;20.0;6.66666666666667;6.66666666666667
2021_06_PARIS_MONTPARNASSE_BORDEAUX_ST_JEAN;2021;6;National;PARIS MONTPARNASSE;BORDEAUX ST JEAN;147;847;0;108;0.879437229437229;46;1.7909287682015;;41;33.2463414634146;11;5;22.2222222222222;22.2222222222222;2.22222222222222;20.0;8.888888888888891;24.4444444444444
2021_06_PARIS_MONTPARNASSE_LAVAL;2021;6;National;PARIS MONTPARNASSE;LAVAL;88;237;0;29;0.70154711673699;18;2.06476793248945;;5;27.863333333333298;2;0;23.5294117647059;11.7647058823529;11.7647058823529;23.5294117647059;0.0;29.4117647058824
2021_06_PARIS_MONTPARNASSE_NANTES;2021;6;National;PARIS MONTPARNASSE;NANTES;140;469;0;60;0.860056858564321;35;2.6267590618336905;;24;33.4118055555556;9;1;37.142857142857096;14.2857142857143;8.57142857142857;5.71428571428571;8.57142857142857;25.7142857142857
2021_06_PARIS_MONTPARNASSE_VANNES;2021;6;National;PARIS MONTPARNASSE;VANNES;159;246;0;41;1.27642276422764;31;4.90650406504065;;21;32.1190476190476;8;1;9.67741935483871;29.032258064516096;6.4516129032258105;22.5806451612903;6.4516129032258105;25.8064516129032
2021_06_PARIS_NORD_ARRAS;2021;6;National;PARIS NORD;ARRAS;48;462;1;53;1.47989877078815;42;2.8809110629067;;20;39.835;13;2;22.500000000000004;15.0;15.0;2.5;20.0;25.0
2021_06_PARIS_NORD_LILLE;2021;6;National;PARIS NORD;LILLE;68;492;0;54;1.1746273712737143;43;1.7307926829268312;;19;40.01666666666668;10;3;37.2093023255814;13.953488372093036;2.325581395348836;4.651162790697676;16.27906976744186;25.5813953488372
2021_06_QUIMPER_PARIS_MONTPARNASSE;2021;6;National;QUIMPER;PARIS MONTPARNASSE;228;235;0;10;0.473504273504273;18;5.00306267806268;;18;41.062037037037;9;2;23.5294117647059;64.7058823529412;0.0;5.882352941176469;5.882352941176469;0.0
2021_06_ST_PIERRE_DES_CORPS_PARIS_MONTPARNASSE;2021;6;National;ST PIERRE DES CORPS;PARIS MONTPARNASSE;64;431;0;104;1.57085271317829;44;2.35213178294574;;10;42.0833333333333;6;2;9.75609756097561;14.6341463414634;24.390243902439;19.5121951219512;7.317073170731709;24.390243902439
2021_06_TOULOUSE_MATABIAU_PARIS_MONTPARNASSE;2021;6;National;TOULOUSE MATABIAU;PARIS MONTPARNASSE;262;203;0;22;2.58013136288998;30;8.2956486042693;;30;47.9311111111111;19;8;30.0;33.3333333333333;6.66666666666667;16.6666666666667;3.33333333333333;10.0
2021_06_PARIS_LYON_ZURICH;2021;6;International;PARIS LYON;ZURICH;244;76;0;6;0.464473684210526;7;4.9703947368421;;7;30.7690476190476;4;0;0.0;28.5714285714286;28.5714285714286;14.2857142857143;0.0;28.5714285714286
2021_06_AIX_EN_PROVENCE_TGV_PARIS_LYON;2021;6;National;AIX EN PROVENCE TGV;PARIS LYON;187;443;0;130;3.3079185520362;57;5.91723227752638;;56;50.578869047619;38;13;38.5964912280702;24.5614035087719;5.26315789473684;5.26315789473684;8.7719298245614;17.5438596491228
2021_06_ANGOULEME_PARIS_MONTPARNASSE;2021;6;National;ANGOULEME;PARIS MONTPARNASSE;128;242;0;59;2.09455922865014;15;2.97141873278237;;11;36.7893939393939;5;2;20.0;13.3333333333333;0.0;20.0;26.6666666666667;20.0
2021_06_ANNECY_PARIS_LYON;2021;6;National;ANNECY;PARIS LYON;226;132;0;2;0.0188295165394402;20;5.99287531806616;;20;32.7641666666667;7;1;60.0;5.0;20.0;10.0;0.0;5.0
2021_06_AVIGNON_TGV_PARIS_LYON;2021;6;National;AVIGNON TGV;PARIS LYON;165;454;0;143;3.66270190895741;71;6.6084067547724;;60;47.6127777777778;38;13;38.0281690140845;28.169014084507;8.45070422535211;5.63380281690141;4.22535211267606;15.4929577464789
2021_06_BELLEGARDE_(AIN)_PARIS_LYON;2021;6;National;BELLEGARDE (AIN);PARIS LYON;161;120;0;32;1.6112500000000003;9;0.758333333333327;;6;30.441666666666706;3;0;0.0;66.6666666666667;11.1111111111111;11.1111111111111;0.0;11.1111111111111
2021_06_BORDEAUX_ST_JEAN_PARIS_MONTPARNASSE;2021;6;National;BORDEAUX ST JEAN;PARIS MONTPARNASSE;142;838;1;213;3.14008363201911;97;4.8815611310235;;70;40.6797619047619;38;11;28.125;26.041666666666703;9.375;20.833333333333297;6.25;9.375
2021_06_BORDEAUX_ST_JEAN_TOURCOING;2021;6;National;BORDEAUX ST JEAN;TOURCOING;319;30;0;3;0.742777777777778;1;-1.86666666666667;;1;22.0;0;0;0.0;0.0;0.0;100.0;0.0;0.0
2021_06_DOUAI_PARIS_NORD;2021;6;National;DOUAI;PARIS NORD;75;192;0;53;1.01298245614035;35;3.54912280701755;;10;30.2116666666667;3;0;17.6470588235294;17.6470588235294;35.2941176470588;23.529411764705905;2.94117647058824;2.94117647058824
2021_06_LILLE_PARIS_NORD;2021;6;National;LILLE;PARIS NORD;70;539;0;117;1.318571145069027;78;2.9912763892022287;;25;34.28666666666666;7;2;16.92679301374956;18.03697510219249;26.27508361204014;8.012820512820513;20.498885172798225;10.249442586399113
2021_06_LYON_PART_DIEU_LILLE;2021;6;National;LYON PART DIEU;LILLE;186;288;0;134;7.1717592592592565;60;8.509606481481448;;51;42.18594771241827;30;10;30.000000000000043;23.33333333333332;16.666666666666693;6.666666666666663;8.333333333333334;15.00000000000001
2021_06_LYON_PART_DIEU_MARNE_LA_VALLEE;2021;6;National;LYON PART DIEU;MARNE LA VALLEE;107;335;2;161;7.18544813695872;82;9.44028197381673;;70;41.5630952380952;38;13;31.7073170731707;26.8292682926829;14.6341463414634;7.317073170731709;2.4390243902439;17.0731707317073
2021_06_MACON_LOCHE_PARIS_LYON;2021;6;National;MACON LOCHE;PARIS LYON;96;255;0;169;8.97627450980391;66;7.91398692810458;;45;32.8544444444444;17;2;54.5454545454545;12.1212121212121;12.1212121212121;10.6060606060606;3.03030303030303;7.57575757575758
2021_06_NICE_VILLE_PARIS_LYON;2021;6;National;NICE VILLE;PARIS LYON;355;245;0;28;1.41946721311475;46;11.8531420765027;;46;73.2764492753623;33;16;41.304347826087;28.2608695652174;4.347826086956521;2.1739130434782603;10.8695652173913;13.043478260869602
2021_06_NIMES_PARIS_LYON;2021;6;National;NIMES;PARIS LYON;176;251;0;101;8.22722443559097;71;12.729614873838;;61;49.45546448087429;39;18;22.5352112676056;29.5774647887324;21.1267605633803;11.2676056338028;1.40845070422535;14.0845070422535
2021_06_PARIS_EST_STRASBOURG;2021;6;National;PARIS EST;STRASBOURG;125;410;2;63;2.41466503267974;25;2.38157679738562;;23;46.286231884058;16;5;8.0;40.0;4.0;28.000000000000004;12.0;8.0
2021_06_PARIS_LYON_DIJON_VILLE;2021;6;National;PARIS LYON;DIJON VILLE;96;316;0;20;0.9381856540084392;12;0.478059071729958;;7;36.7309523809524;3;1;16.6666666666667;8.33333333333333;0.0;41.6666666666667;33.3333333333333;0.0
2021_06_PARIS_LYON_LYON_PART_DIEU;2021;6;National;PARIS LYON;LYON PART DIEU;119;613;2;64;1.12171303873432;52;2.49277141298419;;42;30.722619047619;14;2;3.92156862745098;58.823529411764696;0.0;15.6862745098039;11.7647058823529;9.803921568627452
2021_06_PARIS_LYON_PERPIGNAN;2021;6;National;PARIS LYON;PERPIGNAN;301;187;2;19;1.0863963963964;23;7.96846846846847;;23;54.2782608695652;19;7;52.1739130434783;43.4782608695652;0.0;4.347826086956521;0.0;0.0
2021_06_PARIS_MONTPARNASSE_POITIERS;2021;6;National;PARIS MONTPARNASSE;POITIERS;101;446;0;42;0.498019431988042;24;2.17343049327354;;13;41.0538461538462;6;2;4.347826086956521;4.347826086956521;8.695652173913041;43.4782608695652;4.347826086956521;34.7826086956522
2021_06_PARIS_MONTPARNASSE_QUIMPER;2021;6;National;PARIS MONTPARNASSE;QUIMPER;228;238;2;41;1.32768361581921;13;1.75423728813559;;13;30.1538461538462;4;0;15.3846153846154;30.7692307692308;0.0;15.3846153846154;0.0;38.4615384615385
2021_06_PARIS_MONTPARNASSE_ST_MALO;2021;6;National;PARIS MONTPARNASSE;ST MALO;161;98;0;12;0.387755102040814;9;3.87942176870748;;7;46.3785714285714;4;2;22.2222222222222;22.2222222222222;0.0;33.3333333333333;0.0;22.2222222222222
2021_06_PARIS_MONTPARNASSE_ST_PIERRE_DES_CORPS;2021;6;National;PARIS MONTPARNASSE;ST PIERRE DES CORPS;69;432;1;44;0.224052590873937;20;1.23116782675947;;9;36.0407407407407;2;1;10.0;10.0;10.0;45.0;0.0;25.0
2021_06_PARIS_MONTPARNASSE_TOULOUSE_MATABIAU;2021;6;National;PARIS MONTPARNASSE;TOULOUSE MATABIAU;268;207;3;23;0.430882352941177;18;5.47508169934641;;18;56.2601851851852;13;5;16.6666666666667;44.4444444444444;11.1111111111111;5.555555555555561;0.0;22.2222222222222
2021_06_PARIS_MONTPARNASSE_TOURS;2021;6;National;PARIS MONTPARNASSE;TOURS;80;146;0;12;0.0499999999999996;8;1.21278538812785;;3;19.6055555555556;0;0;12.5;25.0;12.5;25.0;0.0;25.0
2021_06_ST_MALO_PARIS_MONTPARNASSE;2021;6;National;ST MALO;PARIS MONTPARNASSE;159;90;0;2;0.604444444444444;12;4.41037037037037;;11;27.4712121212121;3;0;8.33333333333333;41.6666666666667;8.33333333333333;16.6666666666667;25.0;0.0
2021_06_GENEVE_PARIS_LYON;2021;6;International;GENEVE;PARIS LYON;192;116;0;77;1.96738505747126;5;0.28132183908046;;5;26.936666666666703;2;0;0.0;60.0;0.0;20.0;0.0;20.0
2021_06_PARIS_LYON_LAUSANNE;2021;6;International;PARIS LYON;LAUSANNE;226;86;0;7;0.0616279069767442;6;4.15445736434109;;6;35.25;3;0;16.6666666666667;83.3333333333333;0.0;0.0;0.0;0.0
2021_06_ZURICH_PARIS_LYON;2021;6;International;ZURICH;PARIS LYON;244;86;1;31;1.14583333333333;5;1.65476190476191;;5;57.7733333333333;3;2;20.0;40.0;0.0;40.0;0.0;0.0
2021_06_LILLE_LYON_PART_DIEU;2021;6;National;LILLE;LYON PART DIEU;185;297;0;45;1.2528058361391663;38;5.081257014590332;;30;36.37666666666664;11;2;8.234295415959256;33.61629881154496;5.263157894736842;19.4397283531409;11.205432937181651;22.241086587436318
2021_06_LYON_PART_DIEU_RENNES;2021;6;National;LYON PART DIEU;RENNES;235;73;0;32;8.60844748858447;17;14.387442922374396;;17;47.6323529411765;11;4;29.4117647058824;29.4117647058824;0.0;0.0;5.88235294117647;35.2941176470588
2021_06_METZ_PARIS_EST;2021;6;National;METZ;PARIS EST;86;219;0;69;4.21012176560122;36;6.19756468797565;;25;46.472;11;5;19.4444444444444;25.0;30.555555555555603;11.1111111111111;11.1111111111111;2.7777777777777803
2021_06_MONTPELLIER_LYON_PART_DIEU;2021;6;National;MONTPELLIER;LYON PART DIEU;114;170;0;58;4.54822485207101;33;9.36854043392504;;28;46.8053571428571;19;7;51.5151515151515;18.1818181818182;12.1212121212121;6.06060606060606;6.06060606060606;6.06060606060606
2021_06_PARIS_LYON_BESANCON_FRANCHE_COMTE_TGV;2021;6;National;PARIS LYON;BESANCON FRANCHE COMTE TGV;129;154;0;9;1.30865800865801;7;1.66082251082251;;6;35.3916666666667;2;1;42.8571428571429;0.0;0.0;14.2857142857143;42.8571428571429;0.0
2021_06_PARIS_LYON_LE_CREUSOT_MONTCEAU_MONTCHANIN;2021;6;National;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;79;206;0;16;0.947411003236246;17;1.20509708737864;;8;35.2875;4;0;6.25;12.5;0.0;37.5;37.5;6.25
2021_06_PARIS_MONTPARNASSE_BREST;2021;6;National;PARIS MONTPARNASSE;BREST;231;234;1;39;0.784191702432045;12;2.47424892703863;;12;39.2916666666667;3;3;25.0;33.3333333333333;8.33333333333333;16.6666666666667;0.0;16.6666666666667
2021_06_PARIS_NORD_DUNKERQUE;2021;6;National;PARIS NORD;DUNKERQUE;130;166;2;22;1.30213414634146;16;2.74085365853659;;10;36.0;5;2;14.2857142857143;28.5714285714286;14.2857142857143;7.14285714285714;7.14285714285714;28.5714285714286
2021_06_SAINT_ETIENNE_CHATEAUCREUX_PARIS_LYON;2021;6;National;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;179;69;0;25;1.99485294117647;5;6.36421568627451;;5;56.67999999999999;4;2;0.0;60.0;0.0;0.0;20.0;20.0
2021_06_STRASBOURG_PARIS_EST;2021;6;National;STRASBOURG;PARIS EST;123;384;1;117;2.14155787641427;30;3.7810269799825895;;25;56.5553333333333;14;7;20.0;30.0;20.0;6.66666666666667;10.0;13.3333333333333
2021_06_TOURS_PARIS_MONTPARNASSE;2021;6;National;TOURS;PARIS MONTPARNASSE;77;150;0;9;0.342222222222222;16;2.62344444444444;;3;29.5277777777778;1;0;7.14285714285714;7.14285714285714;42.8571428571429;14.2857142857143;7.14285714285714;21.4285714285714
2021_06_BARCELONA_PARIS_LYON;2021;6;International;BARCELONA;PARIS LYON;401;30;0;0;0.0;2;3.055;;2;66.2;2;1;50.0;0.0;0.0;50.0;0.0;0.0
2021_06_FRANCFORT_PARIS_EST;2021;6;International;FRANCFORT;PARIS EST;235;120;0;52;2.2078431372549;9;4.08249299719888;;9;37.3648148148148;3;1;22.2222222222222;11.1111111111111;33.3333333333333;22.2222222222222;0.0;11.1111111111111
